Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2020-05-31 12:01 (BST),On Demand,Alex Toussaint,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2017-07-20 16:00 (BST),,,,,,,16,,,
2020-05-31 12:25 (BST),On Demand,Adrian Williams,5,Stretching,Pre & Post-Run Stretch,5 min Pre-Run Warm Up,2020-05-19 15:00 (BST),,,,,,,22,,,
2020-05-31 21:55 (BST),On Demand,Aditi Shah,20,Meditation,Relax & Sleep,20 min Sleep Meditation,2019-07-11 20:53 (BST),,,,,,,,,,
2020-06-01 06:33 (BST),On Demand,Selena Samuela,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2020-03-11 15:11 (BST),,,,,,,25,,,
2020-06-01 22:13 (BST),On Demand,Aditi Shah,20,Meditation,Relax & Sleep,20 min Sleep Meditation,2020-01-08 21:23 (BST),,,,,,,,,,
2020-06-02 22:34 (BST),On Demand,Anna Greenberg,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2019-11-11 18:07 (BST),,,,,,,,,,
2020-06-03 22:05 (BST),On Demand,Anna Greenberg,20,Meditation,Relax & Sleep,20 min Relaxing Meditation,2020-02-27 23:31 (BST),,,,,,,,,,
2020-06-04 22:10 (BST),On Demand,Ross Rayburn,15,Meditation,Audio Only,15 min Sleep Meditation,2020-01-23 16:00 (BST),,,,,,,,,,
2020-06-05 22:17 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-04-30 00:00 (BST),,,,,,,,,,
2020-06-06 22:18 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Peace Meditation: From Home,2020-05-29 23:00 (BST),,,,,,,,,,
2020-06-07 22:17 (BST),On Demand,Aditi Shah,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2019-10-29 14:08 (BST),,,,,,,,,,
2020-06-08 22:14 (BST),On Demand,Aditi Shah,20,Meditation,Relax & Sleep,20 min Sleep Meditation,2020-01-08 21:23 (BST),,,,,,,,,,
2020-06-09 22:16 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-02-19 14:50 (BST),,,,,,,,,,
2020-06-10 22:14 (BST),On Demand,Ross Rayburn,15,Meditation,Audio Only,15 min Sleep Meditation,2020-01-23 16:00 (BST),,,,,,,,,,
2020-06-11 22:15 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Acceptance Meditation,2020-06-10 23:03 (BST),,,,,,,,,,
2020-06-14 21:55 (BST),On Demand,Aditi Shah,15,Meditation,Audio Only,15 min Sleep Meditation,2020-03-05 16:00 (BST),,,,,,,,,,
2020-06-15 11:58 (BST),On Demand,Becs Gentry,10,Stretching,Lower Body Stretch,10 min Hips Stretch,2019-12-13 15:10 (BST),,,,,,,18,,,
2020-06-15 22:50 (BST),On Demand,Chelsea Jackson Roberts,5,Meditation,Relax & Sleep,5 min Sleep Meditation,2020-06-12 15:00 (BST),,,,,,,,,,
2020-06-16 20:32 (BST),On Demand,Multiple Instructors,20,Cardio,Dance Cardio,20 min Dance Cardio,2020-03-05 19:00 (BST),,,,,,,10,,,
2020-06-16 22:17 (BST),On Demand,Ross Rayburn,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2019-05-31 15:20 (BST),,,,,,,,,,
2020-06-17 22:13 (BST),On Demand,Aditi Shah,20,Meditation,Relax & Sleep,20 min Sleep Meditation,2020-01-08 21:23 (BST),,,,,,,,,,
2020-06-17 22:21 (BST),On Demand,Aditi Shah,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2019-11-27 14:37 (BST),,,,,,,,,,
2020-06-20 22:21 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Meditation for Healing,2020-06-18 19:41 (BST),,,,,,,,,,
2020-06-21 09:15 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Family Meditation,2020-04-03 15:30 (BST),,,,,,,,,,
2020-06-21 22:07 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2019-08-23 14:01 (BST),,,,,,,,,,
2020-06-22 06:41 (BST),On Demand,Aditi Shah,10,Meditation,Zen in Ten,Zen in Ten: Live from Home,2020-04-29 17:24 (BST),,,,,,,,,,
2020-06-22 22:12 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Peace Meditation,2020-05-05 13:50 (BST),,,,,,,,,,
2020-06-23 06:43 (BST),On Demand,Aditi Shah,10,Meditation,Zen in Ten,Zen in Ten: Live from Home,2020-04-27 17:22 (BST),,,,,,,,,,
2020-06-23 22:11 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2019-09-24 15:00 (BST),,,,,,,,,,
2020-06-24 22:17 (BST),On Demand,Aditi Shah,20,Meditation,Relax & Sleep,20 min Sleep Meditation,2020-06-24 19:23 (BST),,,,,,,,,,
2020-06-28 21:59 (BST),On Demand,Aditi Shah,15,Meditation,Audio Only,15 min Sleep Meditation,2020-03-05 16:00 (BST),,,,,,,,,,
2020-06-29 21:58 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Sleep Meditation: From Home,2020-05-19 20:08 (BST),,,,,,,,,,
2020-07-02 22:10 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-07-01 21:32 (BST),,,,,,,,,,
2020-07-03 22:01 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-07-01 21:32 (BST),,,,,,,,,,
2020-07-05 22:12 (BST),On Demand,Aditi Shah,15,Meditation,Mindfulness,15 min Body Scan Meditation,2019-04-25 21:35 (BST),,,,,,,,,,
2020-07-06 07:02 (BST),On Demand,Rebecca Kennedy,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2020-06-15 22:34 (BST),,,,,,,25,,,
2020-07-06 22:22 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Body Scan Meditation,2019-10-16 21:34 (BST),,,,,,,,,,
2020-07-07 07:00 (BST),On Demand,Becs Gentry,10,Stretching,Lower Body Stretch,10 min Hips Stretch,2019-12-13 15:10 (BST),,,,,,,18,,,
2020-07-07 22:12 (BST),On Demand,Aditi Shah,10,Meditation,Audio Only,10 min Sleep Meditation,2020-07-07 22:00 (BST),,,,,,,,,,
2020-07-08 22:10 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Body Scan Meditation,2019-10-16 21:34 (BST),,,,,,,,,,
2020-07-12 22:12 (BST),On Demand,Aditi Shah,15,Meditation,Mindfulness,15 min Body Scan Meditation,2019-02-12 14:39 (BST),,,,,,,,,,
2020-07-13 22:16 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Relaxing Meditation,2020-07-13 13:35 (BST),,,,,,,,,,
2020-07-14 06:57 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-07-08 21:30 (BST),,,,,,,,,,
2020-07-14 07:09 (BST),On Demand,Ross Rayburn,5,Yoga,Yoga Basics,5 min Basics: High Lunge,2020-02-18 21:18 (BST),,,,,,,15,,,
2020-07-14 07:15 (BST),On Demand,Aditi Shah,5,Yoga,Yoga Basics,5 min Basics: Yogi Squat,2019-07-11 21:21 (BST),,,,,,,15,,,
2020-07-17 22:51 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-07-17 14:34 (BST),,,,,,,,,,
2020-07-25 22:30 (BST),On Demand,Aditi Shah,15,Meditation,Mindfulness,15 min Body Scan Meditation,2019-04-25 21:35 (BST),,,,,,,,,,
2020-07-26 21:46 (BST),On Demand,Aditi Shah,15,Meditation,Mindfulness,15 min Body Scan Meditation,2019-02-12 14:39 (BST),,,,,,,,,,
2020-07-27 07:56 (BST),On Demand,Aditi Shah,10,Meditation,Zen in Ten,Zen in Ten: Live from Home,2020-04-24 17:24 (BST),,,,,,,,,,
2020-07-27 22:05 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-07-17 14:34 (BST),,,,,,,,,,
2020-07-28 06:00 (BST),On Demand,Becs Gentry,10,Stretching,Lower Body Stretch,10 min Hips Stretch,2019-12-13 15:10 (BST),,,,,,,18,,,
2020-07-28 22:03 (BST),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Body Scan Meditation,2020-07-10 14:34 (BST),,,,,,,,,,
2020-07-29 22:27 (BST),On Demand,Ross Rayburn,5,Meditation,Audio Only,5 min Sleep Meditation,2020-04-14 16:00 (BST),,,,,,,,,,
2020-07-30 06:29 (BST),On Demand,Selena Samuela,10,Stretching,Upper Body Stretch,10 min Chest & Back Stretch,2020-01-22 21:33 (BST),,,,,,,25,,,
2020-08-02 22:14 (BST),On Demand,Chelsea Jackson Roberts,10,Meditation,Mindfulness,10 min Body Scan Meditation,2020-07-24 14:34 (BST),,,,,,,,,,
2020-08-06 16:50 (BST),On Demand,Becs Gentry,10,Stretching,Lower Body Stretch,10 min Hips Stretch,2019-12-13 15:10 (BST),,,,,,,18,,,
2020-08-06 16:59 (BST),On Demand,Jess Sims,5,Stretching,Lower Body Stretch,5 min Glutes & Legs Stretch,2019-07-11 19:11 (BST),,,,,,,12,,,
2020-08-16 22:10 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Pelothon 2020 Meditation,2020-08-04 15:34 (BST),,,,,,,,,,
2020-08-17 08:54 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Courage Meditation,2020-08-05 23:35 (BST),,,,,,,,,,
2020-08-17 22:11 (BST),On Demand,Aditi Shah,10,Meditation,Meditation Basics,10 min Basics: Breath,2020-08-13 15:00 (BST),,,,,,,,,,
2020-08-20 06:54 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Peace Meditation,2020-08-13 23:36 (BST),,,,,,,,,,
2020-08-28 22:20 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-08-25 13:36 (BST),,,,,,,,,,
2020-08-29 22:09 (BST),On Demand,Aditi Shah,10,Meditation,Meditation Basics,10 min Basics: Emotional Balance,2020-08-27 15:00 (BST),,,,,,,,,,
2020-08-30 22:26 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Body Scan Meditation,2020-08-21 14:35 (BST),,,,,,,,,,
2020-08-31 22:07 (BST),On Demand,Ross Rayburn,15,Meditation,Mindfulness,15 min Breathing Meditation,2020-08-10 16:36 (BST),,,,,,,,,,
2020-09-01 12:55 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Gratitude Meditation,2020-08-19 13:35 (BST),,,,,,,,,,
2020-09-01 22:01 (BST),On Demand,Chelsea Jackson Roberts,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-08-27 15:00 (BST),,,,,,,,,,
2020-09-02 14:40 (BST),On Demand,Ross Rayburn,5,Meditation,Emotions,5 min Patience Meditation,2020-08-26 15:00 (BST),,,,,,,,,,
2020-10-04 21:16 (BST),On Demand,Denis Morton,20,Yoga,Restorative,20 min Restorative,2020-09-30 23:26 (BST),,,,,,,40,,,
2020-10-04 22:14 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Seasonal Meditation,2020-09-25 16:10 (BST),,,,,,,,,,
2020-10-05 21:32 (BST),On Demand,Aditi Shah,20,Yoga,Restorative,20 min Restorative,2020-09-08 13:25 (BST),,,,,,,40,,,
2020-10-05 22:05 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-09-09 21:30 (BST),,,,,,,,,,
2020-10-06 22:05 (BST),On Demand,Cody Rigsby,10,Meditation,Mindfulness,10 min Body Scan Meditation,2020-10-06 15:05 (BST),,,,,,,,,,
2020-10-07 22:07 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Body Scan Meditation,2020-10-06 13:37 (BST),,,,,,,,,,
2020-10-08 22:09 (BST),On Demand,Aditi Shah,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2020-09-11 15:00 (BST),,,,,,,,,,
2020-10-11 22:07 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-10-09 15:00 (BST),,,,,,,,,,
2020-10-12 22:06 (BST),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Body Scan Meditation,2020-09-12 14:34 (BST),,,,,,,,,,
2020-10-13 22:39 (BST),On Demand,Aditi Shah,10,Meditation,Audio Only,10 min Sleep Meditation,2020-10-13 16:00 (BST),,,,,,,,,,
2020-10-18 22:16 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Witness Meditation,2020-10-15 23:35 (BST),,,,,,,,,,
2020-10-19 22:07 (BST),On Demand,Ross Rayburn,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2020-10-19 15:00 (BST),,,,,,,,,,
2020-10-20 22:07 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Body Scan Meditation,2020-10-06 13:37 (BST),,,,,,,,,,
2020-10-21 22:09 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Meditation for Healing,2020-10-21 15:37 (BST),,,,,,,,,,
2020-10-22 22:45 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Kindness Meditation,2020-10-22 15:00 (BST),,,,,,,,,,
2020-10-25 22:09 (BST),On Demand,Aditi Shah,15,Meditation,Mindfulness,15 min Body Scan Meditation,2019-04-25 21:35 (BST),,,,,,,,,,
2020-10-26 22:15 (BST),On Demand,Kristin McGee,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-10-08 15:00 (BST),,,,,,,,,,
2020-10-30 22:12 (BST),On Demand,Kristin McGee,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-10-24 14:24 (BST),,,,,,,,,,
2020-10-31 22:10 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Acceptance Meditation,2020-10-31 13:38 (BST),,,,,,,,,,
2020-11-01 22:16 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Empathy Meditation,2020-11-01 14:40 (BST),,,,,,,,,,
2020-11-02 22:16 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-09-09 15:00 (BST),,,,,,,,,,
2020-11-03 22:21 (BST),On Demand,Aditi Shah,10,Meditation,Audio Only,10 min Sleep Meditation,2020-10-13 16:00 (BST),,,,,,,,,,
2020-11-04 22:13 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Happiness Meditation,2020-11-04 15:34 (BST),,,,,,,,,,
2020-11-05 21:56 (BST),On Demand,Ross Rayburn,15,Meditation,Mindfulness,15 min Breathing Meditation,2020-08-10 16:36 (BST),,,,,,,,,,
2020-11-07 22:09 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-11-07 14:37 (BST),,,,,,,,,,
2020-11-08 22:13 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Kindness Meditation,2020-11-05 23:45 (BST),,,,,,,,,,
2020-11-09 22:25 (BST),On Demand,Ross Rayburn,5,Meditation,Relax & Sleep,5 min Sleep Meditation,2020-11-09 15:00 (BST),,,,,,,,,,
2020-11-14 22:35 (BST),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-11-13 14:36 (BST),,,,,,,,,,
2020-11-15 22:02 (BST),On Demand,Aditi Shah,15,Meditation,Mindfulness,15 min Body Scan Meditation,2019-04-25 21:35 (BST),,,,,,,,,,
2020-11-16 21:44 (BST),On Demand,Anna Greenberg,10,Meditation,Audio Only,10 min Sleep Meditation,2020-11-10 16:00 (BST),,,,,,,,,,
2020-11-17 22:26 (BST),On Demand,Aditi Shah,5,Meditation,Mindfulness,5 min Breathing Meditation,2020-11-16 15:00 (BST),,,,,,,,,,
2020-11-18 06:53 (BST),On Demand,Selena Samuela,10,Stretching,Lower Body Stretch,10 min Lower Body Stretch,2020-09-16 15:00 (BST),,,,,,,25,,,
2020-11-19 22:18 (BST),On Demand,Chelsea Jackson Roberts,10,Meditation,Mindfulness,10 min Beyonce Meditation,2020-11-12 00:00 (BST),,,,,,,,,,
2020-11-19 22:24 (BST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-11-18 15:00 (BST),,,,,,,,,,
2020-11-22 22:08 (BST),On Demand,Kristin McGee,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2020-10-29 14:00 (BST),,,,,,,,,,
2020-11-22 22:09 (BST),On Demand,Aditi Shah,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2020-09-11 15:00 (BST),,,,,,,,,,
2020-11-23 21:49 (BST),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-11-13 14:36 (BST),,,,,,,,,,
2020-11-24 21:52 (BST),On Demand,Aditi Shah,20,Meditation,Emotions,20 min Sleep Meditation,2020-11-23 15:00 (BST),,,,,,,,,,
2020-11-25 21:45 (BST),On Demand,Kristin McGee,10,Meditation,Zen in Ten,Zen in Ten,2020-11-24 23:35 (BST),,,,,,,,,,
2020-11-28 21:49 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Gratitude Meditation,2020-11-26 18:08 (BST),,,,,,,,,,
2020-11-29 22:09 (BST),On Demand,Kristin McGee,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2020-10-29 14:00 (BST),,,,,,,,,,
2020-11-30 22:04 (BST),On Demand,Ross Rayburn,10,Meditation,Emotions,10 min Gratitude Meditation,2020-11-25 17:19 (BST),,,,,,,,,,
2020-12-01 22:09 (BST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-11-18 15:00 (BST),,,,,,,,,,
2020-12-02 21:58 (BST),On Demand,Anna Greenberg,10,Meditation,Emotions,10 min Acceptance Meditation,2020-12-01 23:35 (BST),,,,,,,,,,
2020-12-03 22:05 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Kindness Meditation,2020-11-19 23:35 (BST),,,,,,,,,,
2020-12-06 22:01 (BST),On Demand,Anna Greenberg,10,Meditation,Emotions,10 min Acceptance Meditation,2020-12-01 23:35 (BST),,,,,,,,,,
2020-12-07 06:38 (BST),On Demand,Ally Love,30,Cycling,Intervals,30 min Tabata Ride,2020-09-28 22:00 (BST),,,,,,,166,,,
2020-12-07 21:26 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Family Meditation,2020-12-07 13:28 (BST),,,,,,,,,,
2020-12-08 06:40 (BST),On Demand,Ben Alldis,30,Cycling,Intervals,30 min HIIT Ride,2020-12-07 07:25 (BST),,,,,,,163,,,
2020-12-08 21:44 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-12-08 13:37 (BST),,,,,,,,,,
2020-12-09 06:51 (BST),On Demand,Leanne Hainsby,30,Cycling,Intervals,30 min Tabata Ride,2020-09-19 15:00 (BST),,,,,,,171,,,
2020-12-09 22:15 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-12-08 13:37 (BST),,,,,,,,,,
2020-12-10 07:02 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT Ride,2020-11-25 07:25 (BST),,,,,,,164,,,
2020-12-10 21:53 (BST),On Demand,Anna Greenberg,10,Meditation,Zen in Ten,Zen in Ten,2020-12-08 23:36 (BST),,,,,,,,,,
2020-12-11 06:40 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT & Hills Ride,2020-11-09 17:20 (BST),,,,,,,160,,,
2020-12-11 22:14 (BST),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Seasonal Meditation,2020-12-11 14:38 (BST),,,,,,,,,,
2020-12-13 21:33 (BST),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Seasonal Meditation,2020-12-11 14:38 (BST),,,,,,,,,,
2020-12-14 06:11 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min Intervals Ride,2020-12-09 07:25 (BST),,,,,,,2,,,
2020-12-14 21:37 (BST),On Demand,Chelsea Jackson Roberts,10,Meditation,Audio Only,10 min Deep Relaxation Meditation,2020-12-14 16:00 (BST),,,,,,,,,,
2020-12-15 21:38 (BST),On Demand,Kristin McGee,10,Meditation,Relax & Sleep,10 min Relaxing Meditation,2020-11-15 14:45 (BST),,,,,,,,,,
2020-12-16 21:55 (BST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Relaxing Meditation,2020-12-15 23:36 (BST),,,,,,,,,,
2020-12-17 06:44 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT & Hills Ride,2020-08-06 17:20 (BST),,,,,,,159,,,
2020-12-17 21:28 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Seasonal Meditation,2020-12-17 15:00 (BST),,,,,,,,,,
2020-12-18 22:00 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-12-18 14:38 (BST),,,,,,,,,,
2020-12-19 21:54 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-12-08 13:37 (BST),,,,,,,,,,
2020-12-20 21:37 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Happiness Meditation,2020-12-20 14:38 (BST),,,,,,,,,,
2020-12-21 06:41 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT & Hills Ride,2020-12-19 16:00 (BST),,,,,,,2,,,
2020-12-21 06:44 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT Ride,2020-08-10 17:20 (BST),,,,,,,160,,,
2020-12-21 21:44 (BST),On Demand,Aditi Shah,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-02-19 14:50 (BST),,,,,,,,,,
2020-12-22 21:22 (BST),On Demand,Christine D'Ercole,5,Cycling,Warm Up/Cool Down,5 min Warm Up Ride,2020-12-22 13:30 (BST),,,,,,,,,,
2020-12-22 21:34 (BST),On Demand,Aditi Shah,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2020-01-16 21:22 (BST),,,,,,,,,,
2020-12-23 11:19 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT Ride,2020-12-21 07:25 (BST),275,153,44%,80,18.37,9.18,396,,,
2020-12-24 07:14 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min HIIT & Hills Ride,2020-12-19 16:00 (BST),244,135,51%,65,17.26,8.62,350,,,
2020-12-24 22:03 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Seasonal Meditation,2020-12-17 15:00 (BST),,,,,,,,,,
2020-12-26 21:54 (BST),On Demand,Ross Rayburn,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-11-13 14:36 (BST),,,,,,,,,,
2020-12-27 11:34 (BST),On Demand,Sam Yo,30,Cycling,Intervals,30 min Intervals Ride,2020-12-24 09:00 (BST),291,162,53%,67,18.95,9.47,418,,,
2020-12-27 22:10 (BST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-12-27 14:00 (BST),,,,,,,,,,
2020-12-28 21:43 (BST),On Demand,Ross Rayburn,10,Meditation,Audio Only,10 min Sleep Meditation,2020-12-28 15:00 (BST),,,,,,,,,,
2020-12-29 13:22 (BST),On Demand,Olivia Amato,10,Cycling,Power Zone,10 min FTP Warm Up Ride,2020-01-18 19:00 (BST),77,128,42%,82,17.59,2.93,110,,,
2020-12-29 13:34 (BST),On Demand,Matt Wilpers,20,Cycling,Power Zone,20 min FTP Test Ride,2020-01-30 14:00 (BST),212,177,49%,78,20.32,6.77,304,,,
2020-12-29 22:07 (BST),On Demand,Aditi Shah,10,Meditation,Zen in Ten,Zen in Ten: Gratitude,2020-12-28 23:37 (BST),,,,,,,,,,
2020-12-30 21:54 (BST),On Demand,Anna Greenberg,10,Meditation,Emotions,10 min Kindness Meditation,2020-12-29 23:45 (BST),,,,,,,,,,
2020-12-31 23:02 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-12-08 13:37 (BST),,,,,,,,,,
2021-01-01 10:25 (BST),On Demand,Kristin McGee,10,Meditation,Mindfulness,10 min Meditation for Healing,2020-12-14 13:38 (BST),,,,,,,,,,
2021-01-01 10:37 (BST),On Demand,Adrian Williams,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2020-11-21 15:00 (BST),,,,,,,33,,,
2021-01-01 12:23 (BST),On Demand,Ben Alldis,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-12-28 07:25 (BST),437,162,48%,77,19.08,14.30,628,,,
2021-01-01 21:59 (BST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-12-27 14:00 (BST),,,,,,,,,,
2021-01-02 22:12 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Relaxing Meditation,2019-03-29 13:01 (BST),,,,,,,,,,
2021-01-03 22:00 (BST),On Demand,Ross Rayburn,15,Meditation,Relax & Sleep,15 min Sleep Meditation,2021-01-03 14:00 (BST),,,,,,,,,,
2021-01-04 06:32 (BST),On Demand,Sam Yo,45,Cycling,Intervals,45 min HIIT & Hills Ride,2020-12-10 17:24 (BST),398,148,47%,73,18.16,13.62,573,,,
2021-01-04 17:10 (BST),On Demand,Aditi Shah,10,Meditation,Emotions,10 min Gratitude Meditation,2020-11-26 18:08 (BST),,,,,,,,,,
2021-01-04 22:13 (BST),On Demand,Aditi Shah,10,Meditation,Zen in Ten,Zen in Ten: Gratitude,2020-12-28 23:37 (BST),,,,,,,,,,
2021-01-05 06:31 (BST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,2020-10-30 15:25 (BST),356,132,41%,86,17.83,13.36,511,,,
2021-01-05 22:09 (BST),On Demand,Anna Greenberg,5,Meditation,Audio Only,5 min Calming Meditation,2021-01-05 16:00 (BST),,,,,,,,,,
2021-01-06 22:10 (BST),On Demand,Aditi Shah,10,Meditation,Mindfulness,10 min Breathing Meditation,2020-02-04 15:49 (BST),,,,,,,,,,
2021-01-07 06:46 (BST),On Demand,Olivia Amato,45,Cycling,Intervals,45 min Tabata Ride,2020-11-23 10:53 (BST),397,147,45%,77,17.77,13.32,571,,,
2021-01-07 22:06 (BST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Calming Meditation,2021-01-06 23:39 (BST),,,,,,,,,,
2021-01-08 06:25 (BST),On Demand,Olivia Amato,45,Cycling,Power Zone,45 min Power Zone Ride,2020-12-07 10:51 (BST),348,129,40%,86,17.64,13.22,501,,,
2021-01-08 22:29 (BST),On Demand,Anna Greenberg,10,Meditation,Relax & Sleep,10 min Sleep Meditation,2020-12-27 14:00 (BST),,,,,,,,,,
2021-01-09 22:11 (BST),On Demand,Ross Rayburn,10,Meditation,Relax & Sleep,10 min Calming Meditation,2020-12-18 14:38 (BST),,,,,,,,,,
2021-01-10 22:12 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Courage Meditation,2021-01-10 14:37 (BST),,,,,,,,,,
2021-01-11 06:19 (BST),On Demand,Olivia Amato,45,Cycling,Intervals,45 min HIIT & Hills Ride,2019-11-24 13:48 (BST),409,152,47%,75,18.52,13.88,589,,,
2021-01-11 22:06 (BST),On Demand,Kristin McGee,10,Meditation,Emotions,10 min Happiness Meditation,2021-01-11 13:38 (BST),,,,,,,,,,
